fecha,tienda_id,producto_id,categoria,region,ciudad,precio_unitario,cantidad_vendida,ingreso_total,en_promocion,stock_inicio_dia,stock_fin_dia,dias_plazo_proveedor,quiebre_stock
2023-02-23,STORE_04,PROD_030,Panadería,Este,Durazno,1.44,5,7.2,0,89,84,5,0
2023-03-20,STORE_01,PROD_020,Bebidas,Oeste,Paysandú,2.33,3,6.99,0,63,58,2,0
2023-02-11,STORE_01,PROD_042,Lácteos,Este,Durazno,3.64,9,32.76,0,50,40,7,0
2023-01-01,STORE_03,PROD_021,Lácteos,Este,Durazno,3.38,7,23.66,0,94,85,5,0
2023-03-16,STORE_05,PROD_003,Lácteos,Este,Durazno,3.73,1,3.73,1,57,56,2,0
2023-01-10,STORE_04,PROD_042,Bebidas,Norte,Montevideo,2.74,4,10.96,0,99,93,7,0
2023-03-31,STORE_01,PROD_002,Lácteos,Oeste,Montevideo,3.33,2,6.66,0,79,75,2,0
2023-02-20,STORE_04,PROD_036,Limpieza,Sur,Montevideo,4.76,5,23.8,0,37,34,3,0
2023-02-27,STORE_04,PROD_022,Lácteos,Norte,Paysandú,3.58,8,28.64,0,88,80,2,0
2023-03-19,STORE_04,PROD_016,Bebidas,Norte,Maldonado,2.51,7,17.57,0,50,42,2,0
2023-03-24,STORE_05,PROD_020,Limpieza,Norte,Montevideo,4.26,9,38.34,1,73,62,7,0
2023-01-20,STORE_03,PROD_001,Snacks,Norte,Montevideo,1.84,4,7.36,0,95,91,2,0
2023-01-20,STORE_01,PROD_039,Lácteos,Este,Salto,3.58,1,3.58,0,71,71,2,0
2023-03-27,STORE_03,PROD_019,Lácteos,Oeste,Durazno,3.38,7,23.66,0,30,21,3,0
2023-01-27,STORE_03,PROD_038,Snacks,Este,Salto,1.99,8,15.92,0,44,36,3,0
2023-01-12,STORE_03,PROD_037,Panadería,Oeste,Montevideo,1.79,12,21.48,1,55,45,3,0
2023-02-04,STORE_04,PROD_017,Limpieza,Oeste,Paysandú,4.08,10,40.8,0,29,16,5,0
2023-02-19,STORE_03,PROD_033,Bebidas,Oeste,Maldonado,2.76,4,11.04,0,27,24,7,0
2023-03-24,STORE_04,PROD_050,Lácteos,Este,Salto,3.42,5,17.1,1,67,64,3,0
2023-02-17,STORE_01,PROD_004,Limpieza,Sur,Paysandú,4.7,5,23.5,0,25,22,7,0
2023-03-13,STORE_03,PROD_037,Snacks,Este,Maldonado,1.63,7,11.41,1,21,14,5,0
2023-02-13,STORE_02,PROD_003,Limpieza,Sur,Paysandú,4.5,5,22.5,1,85,80,5,0
2023-01-06,STORE_02,PROD_025,Bebidas,Norte,Salto,2.97,5,14.85,0,88,81,2,0
2023-02-28,STORE_02,PROD_039,Snacks,Este,Maldonado,1.63,8,13.04,0,66,58,5,0
2023-03-26,STORE_03,PROD_045,Panadería,Este,Montevideo,1.6,2,3.2,1,63,58,3,0
2023-03-21,STORE_01,PROD_025,Snacks,Oeste,Montevideo,1.69,6,10.14,0,32,25,3,0
2023-01-28,STORE_02,PROD_028,Limpieza,Oeste,Salto,4.52,7,31.64,0,64,58,2,0
2023-01-25,STORE_04,PROD_018,Snacks,Sur,Durazno,1.92,3,5.76,0,94,90,5,0
2023-02-22,STORE_02,PROD_046,Panadería,Oeste,Montevideo,1.63,2,3.26,0,95,93,7,0
2023-03-01,STORE_03,PROD_033,Limpieza,Oeste,Salto,3.68,7,25.76,0,47,39,7,0
2023-02-14,STORE_04,PROD_022,Panadería,Sur,Maldonado,1.8,6,10.8,0,40,31,5,0
2023-01-23,STORE_03,PROD_045,Lácteos,Sur,Salto,3.67,3,11.01,0,76,74,3,0
2023-02-09,STORE_05,PROD_013,Bebidas,Este,Paysandú,2.45,3,7.35,0,25,21,2,0
2023-02-07,STORE_05,PROD_011,Snacks,Oeste,Salto,1.71,4,6.84,0,81,74,7,0
2023-01-25,STORE_05,PROD_049,Lácteos,Sur,Salto,3.44,6,20.64,0,99,93,7,0
2023-02-24,STORE_02,PROD_034,Bebidas,Norte,Maldonado,2.69,2,5.38,0,29,29,2,0
2023-01-18,STORE_04,PROD_024,Lácteos,Norte,Montevideo,3.46,5,17.3,0,88,84,7,0
2023-03-20,STORE_02,PROD_047,Snacks,Norte,Maldonado,1.63,3,4.89,0,28,27,2,0
2023-01-11,STORE_03,PROD_037,Panadería,Sur,Maldonado,1.44,3,4.32,0,75,72,5,0
2023-02-09,STORE_05,PROD_023,Panadería,Sur,Durazno,1.7,7,11.9,0,89,81,3,0
2023-03-23,STORE_03,PROD_020,Panadería,Este,Salto,1.35,9,12.15,0,68,56,7,0
2023-02-20,STORE_02,PROD_028,Lácteos,Este,Durazno,3.4,7,23.8,1,94,85,5,0
2023-01-28,STORE_03,PROD_011,Panadería,Sur,Salto,1.78,11,19.58,0,26,14,2,0
2023-03-21,STORE_04,PROD_023,Bebidas,Este,Salto,2.76,9,24.84,0,80,68,7,0
2023-01-24,STORE_04,PROD_023,Snacks,Sur,Durazno,1.65,8,13.2,1,32,21,3,0
2023-03-03,STORE_04,PROD_014,Bebidas,Norte,Durazno,2.38,1,2.38,0,44,45,3,0
2023-01-08,STORE_03,PROD_002,Bebidas,Norte,Montevideo,2.7,8,21.6,0,25,14,5,0
2023-03-30,STORE_05,PROD_005,Lácteos,Oeste,Salto,2.93,2,5.86,0,83,83,3,0
2023-02-03,STORE_05,PROD_038,Limpieza,Sur,Montevideo,4.47,6,26.82,1,79,75,3,0
2023-03-21,STORE_02,PROD_023,Snacks,Sur,Montevideo,1.83,12,21.96,1,84,72,3,0
2023-02-18,STORE_04,PROD_050,Limpieza,Norte,Maldonado,4.24,8,33.92,1,82,71,5,0
2023-03-01,STORE_03,PROD_030,Panadería,Sur,Salto,1.76,3,5.28,0,36,35,3,0
2023-03-28,STORE_01,PROD_015,Limpieza,Oeste,Salto,3.99,3,11.97,0,84,80,2,0
2023-01-21,STORE_05,PROD_016,Lácteos,Este,Maldonado,3.34,10,33.4,0,38,26,3,0
2023-02-19,STORE_05,PROD_017,Panadería,Oeste,Montevideo,1.64,7,11.48,0,98,91,2,0
2023-02-24,STORE_03,PROD_005,Panadería,Sur,Durazno,1.4,10,14.0,1,20,11,3,0
2023-02-21,STORE_02,PROD_007,Snacks,Sur,Paysandú,1.92,9,17.28,0,78,67,3,0
2023-01-02,STORE_04,PROD_050,Panadería,Este,Montevideo,1.66,4,6.64,0,57,50,2,0
2023-03-29,STORE_01,PROD_017,Panadería,Norte,Durazno,1.53,6,9.18,0,37,32,7,0
2023-03-15,STORE_05,PROD_017,Snacks,Sur,Paysandú,2.11,7,14.77,0,98,90,5,0
2023-01-19,STORE_02,PROD_026,Bebidas,Sur,Durazno,2.45,6,14.7,0,22,15,2,0
2023-02-24,STORE_02,PROD_035,Lácteos,Oeste,Maldonado,3.46,4,13.84,0,99,93,7,0
2023-01-29,STORE_04,PROD_006,Lácteos,Oeste,Montevideo,3.09,3,9.27,0,87,85,3,0
2023-03-16,STORE_02,PROD_014,Lácteos,Sur,Montevideo,3.74,4,14.96,0,59,53,3,0
2023-03-14,STORE_05,PROD_023,Bebidas,Sur,Paysandú,2.8,12,33.6,1,90,77,3,0
2023-03-25,STORE_03,PROD_043,Panadería,Oeste,Salto,1.66,11,18.26,0,33,20,7,0
2023-02-07,STORE_04,PROD_046,Snacks,Norte,Durazno,2.01,5,10.05,0,23,16,2,0
2023-01-19,STORE_02,PROD_012,Bebidas,Sur,Durazno,2.39,2,4.78,0,21,17,5,0
2023-02-22,STORE_04,PROD_010,Panadería,Oeste,Paysandú,1.39,7,9.73,0,20,11,3,0
2023-02-07,STORE_05,PROD_044,Lácteos,Sur,Durazno,2.93,3,8.79,0,89,87,2,0
2023-02-08,STORE_01,PROD_018,Lácteos,Norte,Paysandú,3.68,3,11.04,0,45,39,5,0
2023-01-23,STORE_02,PROD_040,Panadería,Este,Montevideo,1.73,3,5.19,0,37,36,3,0
2023-03-29,STORE_05,PROD_030,Lácteos,Norte,Durazno,3.27,9,29.43,1,31,20,2,0
2023-01-08,STORE_02,PROD_048,Panadería,Sur,Maldonado,1.49,10,14.9,0,42,34,7,0
2023-03-14,STORE_05,PROD_013,Panadería,Este,Durazno,1.67,6,10.02,0,89,80,7,0
2023-01-11,STORE_04,PROD_026,Panadería,Norte,Maldonado,1.55,8,12.4,0,63,55,3,0
2023-01-09,STORE_04,PROD_005,Lácteos,Sur,Paysandú,3.68,11,40.48,0,34,25,5,0
2023-01-05,STORE_05,PROD_019,Limpieza,Sur,Paysandú,4.75,7,33.25,1,97,90,2,0
2023-02-10,STORE_05,PROD_050,Lácteos,Sur,Paysandú,3.1,7,21.7,0,81,76,5,0
2023-01-22,STORE_04,PROD_049,Limpieza,Norte,Paysandú,4.21,7,29.47,0,99,89,5,0
2023-03-18,STORE_03,PROD_004,Lácteos,Sur,Paysandú,3.61,7,25.27,0,98,91,7,0
2023-02-06,STORE_05,PROD_015,Bebidas,Sur,Maldonado,2.89,3,8.67,0,63,57,7,0
2023-03-09,STORE_03,PROD_034,Snacks,Norte,Durazno,1.87,2,3.74,0,79,76,2,0
2023-01-08,STORE_01,PROD_028,Bebidas,Este,Maldonado,2.82,2,5.64,0,59,59,5,0
2023-03-04,STORE_03,PROD_036,Snacks,Norte,Maldonado,2.03,15,30.45,1,84,70,5,0
2023-02-11,STORE_05,PROD_035,Bebidas,Oeste,Salto,2.8,1,2.8,0,75,76,5,0
2023-03-18,STORE_01,PROD_023,Bebidas,Norte,Maldonado,2.86,11,31.46,1,64,53,3,0
2023-01-25,STORE_05,PROD_030,Lácteos,Oeste,Maldonado,3.1,7,21.7,0,98,91,2,0
2023-01-15,STORE_04,PROD_024,Lácteos,Norte,Salto,3.43,4,13.72,0,81,77,3,0
2023-01-18,STORE_03,PROD_028,Snacks,Este,Montevideo,1.93,9,17.37,1,49,40,5,0
2023-03-25,STORE_01,PROD_028,Lácteos,Sur,Salto,3.05,3,9.15,0,26,20,5,0
2023-01-12,STORE_02,PROD_005,Lácteos,Sur,Durazno,3.18,9,28.62,1,64,53,5,0
2023-02-03,STORE_04,PROD_015,Snacks,Norte,Durazno,1.79,4,7.16,1,85,81,3,0
2023-03-29,STORE_01,PROD_006,Limpieza,Norte,Durazno,3.61,5,18.05,0,67,64,5,0
2023-02-25,STORE_04,PROD_025,Panadería,Oeste,Maldonado,1.51,4,6.04,0,62,57,3,0
2023-01-22,STORE_03,PROD_003,Limpieza,Oeste,Durazno,4.78,7,33.46,1,24,15,5,0
2023-03-12,STORE_05,PROD_010,Snacks,Oeste,Durazno,1.86,7,13.02,0,64,56,3,0
2023-01-23,STORE_03,PROD_046,Snacks,Oeste,Paysandú,1.68,5,8.4,0,57,54,2,0
2023-02-06,STORE_03,PROD_031,Snacks,Este,Durazno,1.85,7,12.95,1,64,57,7,0
2023-03-02,STORE_03,PROD_030,Snacks,Norte,Salto,1.74,7,12.18,0,83,77,3,0
2023-02-20,STORE_04,PROD_003,Panadería,Oeste,Salto,1.36,8,10.88,0,50,42,5,0
2023-01-01,STORE_01,PROD_043,Lácteos,Este,Salto,2.97,15,44.55,0,45,31,3,0
2023-01-15,STORE_03,PROD_016,Bebidas,Oeste,Maldonado,2.35,11,25.85,0,91,79,3,0
2023-03-04,STORE_05,PROD_020,Snacks,Sur,Durazno,1.8,5,9.0,0,42,34,7,0
2023-03-21,STORE_04,PROD_048,Panadería,Norte,Montevideo,1.51,2,3.02,0,62,60,7,0
2023-03-13,STORE_05,PROD_005,Snacks,Este,Durazno,1.81,6,10.86,0,86,82,2,0
2023-02-27,STORE_05,PROD_002,Snacks,Sur,Durazno,2.07,6,12.42,0,22,18,5,0
2023-03-16,STORE_04,PROD_045,Snacks,Norte,Montevideo,1.63,11,17.93,1,94,81,3,0
2023-02-10,STORE_02,PROD_050,Limpieza,Este,Salto,3.91,7,27.37,1,79,71,7,0
2023-01-30,STORE_04,PROD_025,Snacks,Este,Montevideo,1.68,5,8.4,0,69,61,3,0
2023-01-22,STORE_02,PROD_021,Lácteos,Oeste,Paysandú,3.48,11,38.28,0,21,9,2,0
2023-03-24,STORE_03,PROD_037,Snacks,Oeste,Paysandú,1.96,8,15.68,0,37,26,3,0
2023-02-26,STORE_05,PROD_050,Bebidas,Este,Durazno,2.27,6,13.62,0,64,56,3,0
2023-02-27,STORE_04,PROD_048,Bebidas,Norte,Maldonado,2.45,8,19.6,0,49,39,7,0
2023-01-29,STORE_03,PROD_026,Bebidas,Norte,Montevideo,2.51,11,27.61,1,63,50,7,0
2023-02-25,STORE_03,PROD_025,Snacks,Norte,Salto,2.16,9,19.44,0,65,56,3,0
2023-02-22,STORE_03,PROD_030,Snacks,Este,Maldonado,1.79,6,10.74,0,46,38,5,0
2023-03-03,STORE_03,PROD_050,Snacks,Norte,Paysandú,2.01,5,10.05,0,88,80,3,0
2023-01-05,STORE_05,PROD_028,Bebidas,Este,Montevideo,2.62,10,26.2,0,91,81,3,0
2023-01-17,STORE_05,PROD_006,Snacks,Este,Paysandú,1.96,2,3.92,0,32,31,2,0
2023-01-10,STORE_05,PROD_009,Lácteos,Sur,Montevideo,3.77,5,18.85,0,38,32,3,0
2023-03-14,STORE_04,PROD_012,Panadería,Este,Salto,1.48,1,1.48,0,48,45,7,0
2023-03-18,STORE_01,PROD_002,Panadería,Norte,Salto,1.59,8,12.72,1,85,79,5,0
2023-01-26,STORE_05,PROD_003,Snacks,Sur,Montevideo,1.64,4,6.56,0,46,40,5,0
2023-03-11,STORE_04,PROD_036,Lácteos,Norte,Montevideo,3.75,9,33.75,0,52,45,3,0
2023-02-06,STORE_03,PROD_028,Lácteos,Este,Salto,3.02,4,12.08,0,64,61,2,0
2023-01-20,STORE_05,PROD_038,Lácteos,Sur,Montevideo,3.36,5,16.8,0,44,36,5,0
2023-02-04,STORE_04,PROD_030,Panadería,Sur,Maldonado,1.36,9,12.24,0,65,58,7,0
2023-02-16,STORE_04,PROD_009,Snacks,Este,Durazno,1.96,6,11.76,0,26,20,3,0
2023-03-10,STORE_04,PROD_016,Limpieza,Oeste,Durazno,4.44,7,31.08,0,38,32,5,0
2023-02-25,STORE_05,PROD_018,Bebidas,Este,Durazno,2.69,14,37.66,1,54,37,2,0
2023-02-19,STORE_03,PROD_036,Bebidas,Oeste,Montevideo,2.62,8,20.96,0,45,34,3,0
2023-02-23,STORE_02,PROD_031,Limpieza,Este,Maldonado,3.75,5,18.75,0,51,46,3,0
2023-01-18,STORE_05,PROD_026,Bebidas,Oeste,Salto,2.99,2,5.98,0,82,79,5,0
2023-02-18,STORE_04,PROD_030,Limpieza,Oeste,Salto,4.05,2,8.1,0,23,23,3,0
2023-02-07,STORE_03,PROD_026,Limpieza,Este,Paysandú,4.03,8,32.24,0,72,66,7,0
2023-01-28,STORE_03,PROD_039,Bebidas,Norte,Durazno,2.79,5,13.95,0,28,20,5,0
2023-02-04,STORE_05,PROD_021,Snacks,Sur,Montevideo,1.87,6,11.22,0,48,39,7,0
2023-01-07,STORE_04,PROD_014,Lácteos,Sur,Montevideo,2.9,2,5.8,0,53,50,3,0
2023-01-24,STORE_01,PROD_018,Lácteos,Oeste,Montevideo,3.8,0,0.0,0,53,52,3,0
2023-02-04,STORE_04,PROD_029,Snacks,Oeste,Salto,1.8,4,7.2,0,68,62,3,0
2023-03-13,STORE_02,PROD_037,Snacks,Este,Paysandú,2.06,3,6.18,0,44,43,7,0
2023-03-10,STORE_03,PROD_044,Snacks,Sur,Paysandú,1.71,4,6.84,0,38,32,2,0
2023-02-17,STORE_03,PROD_018,Bebidas,Oeste,Maldonado,2.85,3,8.55,0,93,90,5,0
2023-01-19,STORE_04,PROD_021,Limpieza,Este,Montevideo,4.66,4,18.64,0,25,20,5,0
2023-02-09,STORE_04,PROD_029,Limpieza,Sur,Durazno,4.71,6,28.26,0,38,31,2,0
2023-02-02,STORE_05,PROD_017,Bebidas,Sur,Durazno,2.48,8,19.84,0,67,58,5,0
2023-02-18,STORE_05,PROD_027,Lácteos,Oeste,Durazno,3.38,11,37.18,1,65,52,2,0
2023-03-08,STORE_03,PROD_012,Snacks,Norte,Montevideo,1.64,5,8.2,0,23,19,3,0
2023-01-12,STORE_03,PROD_013,Lácteos,Este,Salto,3.65,9,32.85,1,92,80,3,0
2023-03-18,STORE_04,PROD_025,Lácteos,Norte,Durazno,3.33,9,29.97,0,50,42,7,0
2023-02-23,STORE_05,PROD_013,Lácteos,Este,Montevideo,3.5,14,49.0,1,83,68,3,0
2023-01-20,STORE_01,PROD_016,Limpieza,Oeste,Maldonado,3.96,3,11.88,0,58,53,7,0
2023-01-12,STORE_01,PROD_039,Snacks,Este,Durazno,2.1,4,8.4,0,50,45,3,0
2023-02-25,STORE_01,PROD_012,Panadería,Oeste,Salto,1.65,10,16.5,0,63,51,3,0
2023-03-12,STORE_02,PROD_049,Bebidas,Norte,Salto,2.42,14,33.88,0,36,24,7,0
2023-03-26,STORE_03,PROD_003,Snacks,Norte,Salto,1.84,7,12.88,1,40,34,7,0
2023-01-24,STORE_01,PROD_007,Snacks,Norte,Maldonado,1.73,1,1.73,0,31,29,5,0
2023-03-09,STORE_04,PROD_028,Bebidas,Norte,Salto,2.76,8,22.08,0,87,78,2,0
2023-03-07,STORE_05,PROD_016,Panadería,Norte,Montevideo,1.68,3,5.04,0,94,93,2,0
2023-01-26,STORE_01,PROD_039,Limpieza,Sur,Salto,4.67,6,28.02,0,84,77,3,0
2023-01-18,STORE_02,PROD_028,Limpieza,Norte,Montevideo,4.23,1,4.23,0,97,95,2,0
2023-02-24,STORE_05,PROD_036,Panadería,Sur,Maldonado,1.62,4,6.48,0,45,41,2,0
2023-01-14,STORE_04,PROD_017,Panadería,Sur,Paysandú,1.52,13,19.76,1,82,71,7,0
2023-01-28,STORE_04,PROD_029,Limpieza,Norte,Montevideo,4.26,13,55.38,1,91,77,7,0
2023-02-17,STORE_05,PROD_006,Limpieza,Sur,Montevideo,4.58,7,32.06,0,77,67,7,0
2023-01-31,STORE_05,PROD_041,Snacks,Oeste,Durazno,2.03,8,16.24,0,37,27,7,0
2023-03-29,STORE_02,PROD_040,Lácteos,Sur,Salto,3.12,4,12.48,0,39,36,5,0
2023-01-21,STORE_04,PROD_012,Lácteos,Sur,Montevideo,3.01,6,18.06,0,99,95,3,0
2023-03-06,STORE_01,PROD_011,Limpieza,Este,Salto,4.22,6,25.32,0,61,57,7,0
2023-02-01,STORE_02,PROD_032,Snacks,Este,Montevideo,1.81,10,18.1,1,41,29,7,0
2023-02-12,STORE_01,PROD_006,Limpieza,Oeste,Maldonado,4.31,8,34.48,1,93,85,2,0
2023-01-04,STORE_05,PROD_025,Panadería,Sur,Maldonado,1.46,7,10.22,1,76,70,2,0
2023-01-22,STORE_01,PROD_023,Lácteos,Norte,Salto,3.68,8,29.44,0,98,88,7,0
2023-02-17,STORE_05,PROD_028,Lácteos,Sur,Paysandú,3.29,4,13.16,0,58,55,2,0
2023-01-15,STORE_04,PROD_020,Snacks,Este,Montevideo,2.13,8,17.04,1,32,26,5,0
2023-01-28,STORE_02,PROD_032,Limpieza,Norte,Salto,4.55,15,68.25,1,21,8,3,0
2023-02-01,STORE_02,PROD_016,Lácteos,Norte,Maldonado,3.16,9,28.44,1,45,38,2,0
2023-01-31,STORE_02,PROD_004,Panadería,Norte,Paysandú,1.45,7,10.15,1,41,31,5,0
2023-01-31,STORE_02,PROD_042,Bebidas,Oeste,Maldonado,2.49,4,9.96,0,91,86,2,0
2023-03-07,STORE_02,PROD_028,Panadería,Norte,Montevideo,1.44,5,7.2,0,85,79,2,0
2023-02-10,STORE_03,PROD_029,Snacks,Oeste,Durazno,1.88,7,13.16,0,36,31,5,0
2023-01-09,STORE_05,PROD_012,Panadería,Oeste,Salto,1.77,7,12.39,0,71,64,7,0
2023-03-09,STORE_03,PROD_013,Panadería,Norte,Paysandú,1.64,4,6.56,0,96,93,3,0
2023-01-28,STORE_05,PROD_002,Snacks,Sur,Maldonado,2.06,9,18.54,1,31,22,7,0
2023-03-19,STORE_03,PROD_049,Limpieza,Norte,Salto,3.98,13,51.74,1,76,62,3,0
2023-01-22,STORE_04,PROD_033,Bebidas,Sur,Montevideo,2.88,5,14.4,0,73,70,7,0
2023-03-23,STORE_01,PROD_018,Limpieza,Sur,Montevideo,4.59,7,32.13,0,49,42,2,0
2023-01-03,STORE_01,PROD_041,Snacks,Sur,Salto,2.09,7,14.63,0,98,90,7,0
2023-03-09,STORE_01,PROD_024,Lácteos,Este,Montevideo,3.15,8,25.2,0,83,72,3,0
2023-02-19,STORE_01,PROD_035,Lácteos,Oeste,Montevideo,3.64,8,29.12,0,35,25,5,0
2023-02-13,STORE_05,PROD_024,Limpieza,Oeste,Durazno,3.89,5,19.45,1,82,74,2,0
2023-03-31,STORE_01,PROD_039,Lácteos,Este,Maldonado,3.34,3,10.02,0,60,56,7,0
2023-03-14,STORE_04,PROD_028,Bebidas,Norte,Paysandú,2.48,8,19.84,0,26,16,2,0
2023-01-10,STORE_02,PROD_048,Panadería,Este,Paysandú,1.67,8,13.36,1,63,57,7,0
2023-02-20,STORE_02,PROD_026,Bebidas,Oeste,Montevideo,2.61,5,13.05,0,76,72,2,0
2023-01-31,STORE_01,PROD_013,Snacks,Este,Salto,1.69,7,11.83,0,47,41,3,0
2023-03-05,STORE_03,PROD_043,Lácteos,Norte,Maldonado,3.59,11,39.49,0,43,30,2,0
2023-01-28,STORE_02,PROD_044,Lácteos,Sur,Maldonado,3.1,10,31.0,0,22,12,2,0
2023-02-06,STORE_03,PROD_015,Snacks,Este,Durazno,2.09,9,18.81,0,25,18,2,0
2023-01-27,STORE_03,PROD_005,Bebidas,Norte,Paysandú,2.26,8,18.08,0,62,51,2,0
2023-01-10,STORE_01,PROD_031,Lácteos,Oeste,Montevideo,3.47,6,20.82,1,58,50,2,0
2023-01-04,STORE_05,PROD_001,Limpieza,Sur,Salto,3.98,1,3.98,0,40,40,2,0
2023-01-11,STORE_03,PROD_006,Bebidas,Sur,Maldonado,2.5,1,2.5,0,97,94,2,0
2023-02-27,STORE_04,PROD_032,Snacks,Oeste,Durazno,1.85,7,12.95,1,49,39,2,0
2023-02-17,STORE_01,PROD_047,Bebidas,Oeste,Maldonado,2.97,5,14.85,0,69,62,2,0
2023-02-25,STORE_01,PROD_046,Lácteos,Norte,Montevideo,3.52,6,21.12,0,39,35,7,0
2023-03-05,STORE_02,PROD_001,Bebidas,Sur,Paysandú,2.65,5,13.25,0,51,43,5,0
2023-02-22,STORE_05,PROD_046,Panadería,Sur,Paysandú,1.47,7,10.29,0,41,35,5,0
2023-01-27,STORE_05,PROD_046,Bebidas,Este,Paysandú,2.37,5,11.85,1,63,58,5,0
2023-02-06,STORE_02,PROD_017,Panadería,Norte,Montevideo,1.61,5,8.05,0,86,83,7,0
2023-01-13,STORE_03,PROD_007,Bebidas,Este,Maldonado,2.63,5,13.15,0,26,22,7,0
2023-02-16,STORE_04,PROD_043,Limpieza,Norte,Salto,3.62,4,14.48,0,78,74,5,0
2023-02-27,STORE_01,PROD_017,Snacks,Oeste,Maldonado,1.76,7,12.32,1,72,65,5,0
2023-02-22,STORE_04,PROD_015,Bebidas,Oeste,Salto,2.29,7,16.03,1,80,74,3,0
2023-03-31,STORE_04,PROD_049,Snacks,Este,Montevideo,1.8,4,7.2,0,60,54,5,0
2023-02-07,STORE_03,PROD_041,Panadería,Este,Paysandú,1.79,11,19.69,1,50,36,7,0
2023-02-15,STORE_01,PROD_013,Lácteos,Sur,Durazno,3.4,1,3.4,0,68,67,5,0
2023-03-28,STORE_05,PROD_032,Panadería,Norte,Durazno,1.54,7,10.78,1,88,78,7,0
2023-03-13,STORE_04,PROD_004,Snacks,Norte,Montevideo,1.77,5,8.85,0,35,31,2,0
2023-03-31,STORE_02,PROD_031,Lácteos,Sur,Paysandú,3.6,10,36.0,0,40,29,2,0
2023-02-16,STORE_03,PROD_033,Panadería,Este,Paysandú,1.72,10,17.2,1,75,65,7,0
2023-01-08,STORE_01,PROD_031,Panadería,Norte,Montevideo,1.43,10,14.3,0,38,28,7,0
2023-02-25,STORE_01,PROD_010,Lácteos,Este,Paysandú,3.57,8,28.56,1,25,14,5,0
2023-01-05,STORE_03,PROD_016,Snacks,Norte,Durazno,2.1,13,27.3,1,51,40,3,0
2023-01-16,STORE_04,PROD_029,Lácteos,Norte,Maldonado,3.81,8,30.48,0,58,49,7,0
2023-02-14,STORE_01,PROD_034,Limpieza,Norte,Salto,3.65,2,7.3,0,96,91,3,0
2023-02-24,STORE_05,PROD_022,Bebidas,Este,Paysandú,2.61,4,10.44,0,84,77,7,0
2023-01-04,STORE_05,PROD_013,Panadería,Norte,Salto,1.73,4,6.92,0,85,79,7,0
2023-02-06,STORE_05,PROD_013,Panadería,Este,Salto,1.79,5,8.95,0,54,48,2,0
2023-01-30,STORE_02,PROD_011,Limpieza,Norte,Paysandú,3.97,8,31.76,1,52,45,2,0
2023-03-19,STORE_03,PROD_023,Lácteos,Este,Paysandú,3.21,4,12.84,0,93,90,5,0
2023-01-27,STORE_02,PROD_002,Panadería,Norte,Maldonado,1.37,4,5.48,0,74,69,2,0
2023-02-24,STORE_03,PROD_043,Lácteos,Oeste,Paysandú,3.8,6,22.8,0,63,58,7,0
2023-03-31,STORE_03,PROD_032,Snacks,Norte,Durazno,1.71,4,6.84,0,57,50,3,0
2023-03-02,STORE_01,PROD_018,Snacks,Oeste,Maldonado,1.83,4,7.32,0,66,64,3,0
2023-01-29,STORE_01,PROD_029,Panadería,Sur,Salto,1.36,5,6.8,0,59,56,5,0
2023-03-24,STORE_05,PROD_021,Bebidas,Este,Salto,2.45,10,24.5,1,88,79,5,0
2023-01-30,STORE_02,PROD_044,Limpieza,Este,Durazno,3.87,3,11.61,0,21,15,5,0
2023-03-02,STORE_03,PROD_043,Snacks,Norte,Durazno,1.84,5,9.2,0,51,46,3,0
2023-01-04,STORE_05,PROD_047,Bebidas,Este,Maldonado,2.93,8,23.44,1,64,56,2,0
2023-02-11,STORE_01,PROD_007,Lácteos,Oeste,Salto,3.36,3,10.08,0,99,94,2,0
2023-02-25,STORE_04,PROD_006,Lácteos,Oeste,Paysandú,3.07,2,6.14,0,60,57,2,0
2023-03-07,STORE_05,PROD_050,Lácteos,Sur,Paysandú,3.25,6,19.5,0,37,32,7,0
2023-03-03,STORE_01,PROD_041,Limpieza,Este,Salto,4.13,7,28.91,0,96,89,2,0
2023-03-29,STORE_01,PROD_023,Lácteos,Este,Salto,3.52,7,24.64,0,90,83,5,0
2023-02-01,STORE_04,PROD_017,Lácteos,Este,Montevideo,2.98,2,5.96,0,98,98,2,0
2023-02-24,STORE_03,PROD_013,Panadería,Norte,Durazno,1.64,7,11.48,0,45,40,5,0
2023-03-21,STORE_02,PROD_031,Lácteos,Este,Salto,2.92,5,14.6,1,45,39,3,0
2023-02-06,STORE_03,PROD_030,Limpieza,Norte,Salto,4.69,6,28.14,0,46,40,7,0
2023-01-10,STORE_05,PROD_029,Limpieza,Norte,Maldonado,3.76,9,33.84,0,30,22,2,0
2023-01-26,STORE_01,PROD_023,Lácteos,Oeste,Paysandú,3.13,4,12.52,0,91,85,3,0
2023-01-31,STORE_02,PROD_044,Panadería,Sur,Durazno,1.46,4,5.84,0,91,89,5,0
2023-03-23,STORE_03,PROD_042,Bebidas,Norte,Montevideo,2.85,6,17.1,0,34,27,7,0
2023-02-02,STORE_05,PROD_047,Limpieza,Norte,Paysandú,3.77,6,22.62,0,58,52,7,0
2023-01-04,STORE_03,PROD_021,Panadería,Oeste,Montevideo,1.35,3,4.05,0,52,47,3,0
2023-03-04,STORE_01,PROD_022,Snacks,Sur,Paysandú,1.94,3,5.82,0,99,96,7,0
